seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
T16_D__k141_1308480||full	0.900	0.633	0.900	dsDNAphage	6532	0	66.700	0.000
T64_D__k141_389598||full	0.973	0.880	0.973	dsDNAphage	6532	0	100.000	0.000
T72_S__k141_1026021||full	0.847	0.380	0.847	dsDNAphage	6532	0	87.500	0.000
T76_S__k141_137934||full	0.993	0.653	0.993	dsDNAphage	6532	2	75.000	0.000
T92_S__k141_469400||full	0.953	0.373	0.953	dsDNAphage	6532	0	78.600	0.000
T96_S__k141_192493||full	1.000	0.427	1.000	dsDNAphage	6532	2	66.700	0.000
T104_S__k141_101354||full	0.987	0.500	0.987	dsDNAphage	6531	3	69.200	0.000
T20_S__k141_811386||full	0.833	0.720	0.833	dsDNAphage	6531	0	87.500	0.000
T68_S__k141_763188||full	1.000	0.647	1.000	dsDNAphage	6531	2	100.000	0.000
T76_S__k141_594734||full	0.967	0.620	0.967	dsDNAphage	6531	0	63.200	0.000
T52_S_k141_505967||full	1.000	0.420	1.000	dsDNAphage	6530	2	88.900	0.000
T0_S__k141_876724||full	1.000	0.547	1.000	dsDNAphage	6530	1	90.000	0.000
T108_S__k141_371111||full	0.940	0.947	0.947	ssDNA	6530	0	81.800	0.000
T112_S__k141_976666||full	0.840	0.593	0.840	dsDNAphage	6530	0	30.000	0.000
T12_S__k141_905435||full	1.000	0.753	1.000	dsDNAphage	6530	1	50.000	0.000
T68_S__k141_211758||full	0.967	0.580	0.967	dsDNAphage	6530	0	100.000	0.000
T76_D__k141_333163||full	0.987	0.847	0.987	dsDNAphage	6530	0	92.300	0.000
T16_D__k141_1260472||full	0.987	0.607	0.987	dsDNAphage	6529	1	50.000	0.000
T24_S__k141_370190||full	0.987	0.520	0.987	dsDNAphage	6529	0	60.000	0.000
T32_S__k141_1179504||full	0.967	0.847	0.967	dsDNAphage	6529	0	91.700	0.000
T52_D__k141_177667||full	0.860	0.840	0.860	dsDNAphage	6529	0	78.600	0.000
T64_D__k141_116143||full	0.873	0.647	0.873	dsDNAphage	6529	0	100.000	0.000
T52_S_k141_405786||full	1.000	0.507	1.000	dsDNAphage	6528	2	83.300	0.000
T40_D__k141_1161784||full	0.800	0.287	0.800	dsDNAphage	6528	0	27.300	0.000
T4_S__k141_237953||full	0.960	0.980	0.980	ssDNA	6528	0	100.000	0.000
T60_S__k141_534412||full	0.993	0.813	0.993	dsDNAphage	6528	0	100.000	0.000
T8_S__k141_768973||full	0.993	0.387	0.993	dsDNAphage	6528	1	81.800	0.000
T52_S_k141_333636||full	1.000	0.567	1.000	dsDNAphage	6527	1	100.000	0.000
T88_S_k141_811362||full	1.000	0.787	1.000	dsDNAphage	6527	4	100.000	0.000
T16_D__k141_747716||full	0.987	0.760	0.987	dsDNAphage	6527	0	33.300	0.000
T36_S__k141_687552||full	0.927	0.753	0.927	dsDNAphage	6527	0	100.000	0.000
T52_D__k141_824908||full	0.947	0.787	0.947	dsDNAphage	6527	0	100.000	0.000
T84_S__k141_38438||full	1.000	0.633	1.000	dsDNAphage	6527	1	85.700	0.000
T8_S__k141_946650||full	0.993	0.813	0.993	dsDNAphage	6527	0	27.300	0.000
T4_D_k141_171706||full	0.960	0.507	0.960	dsDNAphage	6526	0	64.700	0.000
T100_D__k141_84070||full	0.993	0.480	0.993	dsDNAphage	6526	2	100.000	0.000
T112_D__k141_759868||full	1.000	0.873	1.000	dsDNAphage	6526	2	100.000	0.000
T16_D__k141_481587||full	0.807	0.753	0.807	dsDNAphage	6526	0	50.000	0.000
T16_D__k141_1071138||full	1.000	0.320	1.000	dsDNAphage	6526	2	75.000	0.000
T16_D__k141_1458759||full	0.867	0.500	0.867	dsDNAphage	6526	0	50.000	0.000
T16_D__k141_915164||full	0.867	0.760	0.867	dsDNAphage	6526	0	75.000	0.000
T20_S__k141_753368||full	1.000	0.513	1.000	dsDNAphage	6526	2	100.000	0.000
T24_S__k141_143865||full	0.527	0.053	0.527	dsDNAphage	6526	0	70.000	10.000
T28_S__k141_1035215||full	0.847	0.967	0.967	ssDNA	6526	0	66.700	0.000
T40_S__k141_1075133||full	1.000	0.933	1.000	dsDNAphage	6526	1	100.000	0.000
T44_S__k141_1312150||full	0.993	0.753	0.993	dsDNAphage	6526	2	60.000	0.000
T4_S__k141_439393||full	1.000	0.927	1.000	dsDNAphage	6526	2	100.000	0.000
T64_D__k141_382887||full	0.753	0.313	0.753	dsDNAphage	6526	0	33.300	0.000
T88_D__k141_153163||full	0.893	0.673	0.893	dsDNAphage	6526	0	85.700	0.000
T8_S__k141_1425437||full	0.760	0.487	0.760	dsDNAphage	6526	0	60.000	0.000
T8_S__k141_250939||full	1.000	0.927	1.000	dsDNAphage	6526	3	100.000	0.000
T92_S__k141_554691||full	0.773	0.067	0.773	dsDNAphage	6526	0	66.700	8.300
T100_D__k141_143251||full	1.000	0.960	1.000	dsDNAphage	6525	1	72.700	0.000
T100_D__k141_516355||full	1.000	0.847	1.000	dsDNAphage	6525	1	100.000	0.000
T100_S__k141_369160||full	1.000	0.447	1.000	dsDNAphage	6525	1	83.300	0.000
T16_D__k141_667829||full	0.727	0.207	0.727	dsDNAphage	6525	0	20.000	0.000
T40_D__k141_330242||full	0.833	0.440	0.833	dsDNAphage	6525	0	75.000	0.000
T40_D__k141_732571||full	0.933	0.433	0.933	dsDNAphage	6525	0	80.000	0.000
T40_D__k141_1188450||full	1.000	0.707	1.000	dsDNAphage	6525	1	85.700	0.000
T40_S__k141_746315||full	0.820	0.453	0.820	dsDNAphage	6525	0	70.000	0.000
T44_S__k141_497659||full	0.867	0.167	0.867	dsDNAphage	6525	0	68.800	6.200
T48_S__k141_173984||full	0.640	0.887	0.887	ssDNA	6525	0	50.000	0.000
T88_D__k141_1013863||full	1.000	0.427	1.000	dsDNAphage	6525	2	88.900	0.000
T88_D__k141_45763||full	1.000	0.447	1.000	dsDNAphage	6525	1	77.800	0.000
T8_S__k141_1153035||full	0.993	0.833	0.993	dsDNAphage	6525	0	87.500	0.000
T4_D_k141_683445||full	1.000	0.880	1.000	dsDNAphage	6524	3	100.000	0.000
T52_S_k141_379606||full	0.980	0.860	0.980	dsDNAphage	6524	2	66.700	0.000
T12_S__k141_1234317||full	1.000	0.500	1.000	dsDNAphage	6524	2	94.400	0.000
T32_S__k141_608081||full	0.840	0.073	0.840	dsDNAphage	6524	0	55.600	0.000
T64_S__k141_683531||full	0.953	0.893	0.953	dsDNAphage	6524	0	20.000	0.000
T52_S_k141_729339||full	0.940	0.420	0.940	dsDNAphage	6523	0	78.600	0.000
T52_S_k141_197441||full	1.000	0.780	1.000	dsDNAphage	6523	3	100.000	0.000
T100_S__k141_580280||full	0.800	0.507	0.800	dsDNAphage	6523	0	62.500	0.000
T108_S__k141_715205||full	1.000	0.520	1.000	dsDNAphage	6523	4	100.000	0.000
T16_D__k141_386227||full	0.627	0.113	0.627	dsDNAphage	6523	0	6.700	0.000
T16_D__k141_76832||full	0.953	0.427	0.953	dsDNAphage	6523	0	75.000	0.000
T44_S__k141_468256||full	1.000	0.460	1.000	dsDNAphage	6523	2	83.300	0.000
T48_S__k141_542278||full	0.820	0.547	0.820	dsDNAphage	6523	0	100.000	0.000
T4_D_k141_807757||full	0.967	0.520	0.967	dsDNAphage	6522	0	71.400	0.000
T4_D_k141_1150127||full	0.987	0.593	0.987	dsDNAphage	6522	4	100.000	0.000
T100_D__k141_13797||full	0.613	0.507	0.613	dsDNAphage	6522	0	100.000	0.000
T100_D__k141_213277||full	0.607	0.420	0.607	dsDNAphage	6522	0	42.900	0.000
T16_D__k141_404491||full	1.000	0.353	1.000	dsDNAphage	6522	2	90.000	0.000
T16_D__k141_1063666||full	0.987	0.580	0.987	dsDNAphage	6522	0	38.900	0.000
T36_S__k141_1167223||full	0.967	0.853	0.967	dsDNAphage	6522	0	63.600	0.000
T60_S__k141_675440||full	0.873	0.373	0.873	dsDNAphage	6522	0	70.000	0.000
T64_S__k141_671468||full	0.973	0.773	0.973	dsDNAphage	6522	0	100.000	0.000
T76_D__k141_183947||full	0.967	0.227	0.967	dsDNAphage	6522	0	25.000	0.000
T4_D_k141_73199||full	0.900	0.440	0.900	dsDNAphage	6521	0	66.700	0.000
T4_D_k141_978991||full	0.987	0.400	0.987	dsDNAphage	6521	1	58.300	0.000
T0_S__k141_180516||full	0.947	0.800	0.947	dsDNAphage	6521	0	90.000	0.000
T16_D__k141_309273||full	0.980	0.707	0.980	dsDNAphage	6521	0	100.000	0.000
T24_S__k141_510449||full	0.827	0.587	0.827	dsDNAphage	6521	0	50.000	0.000
T44_S__k141_433241||full	1.000	0.567	1.000	dsDNAphage	6521	2	75.000	0.000
T52_D__k141_604562||full	0.840	0.020	0.840	dsDNAphage	6521	0	66.700	16.700
T64_S__k141_899308||full	0.900	0.393	0.900	dsDNAphage	6521	0	90.900	0.000
T4_D_k141_541940||full	1.000	0.500	1.000	dsDNAphage	6520	2	42.900	0.000
T12_S__k141_749239||full	0.980	0.533	0.980	dsDNAphage	6520	0	84.600	0.000
T16_D__k141_370571||full	0.993	0.827	0.993	dsDNAphage	6520	3	88.900	0.000
T16_D__k141_307373||full	0.733	0.380	0.733	dsDNAphage	6520	0	75.000	12.500
T16_S__k141_765697||full	1.000	0.560	1.000	dsDNAphage	6520	1	86.700	0.000
T40_D__k141_165380||full	0.960	0.073	0.960	dsDNAphage	6520	2	60.000	20.000
T4_S__k141_103727||full	1.000	0.787	1.000	dsDNAphage	6520	2	80.000	0.000
T88_D__k141_1030389||full	0.993	0.547	0.993	dsDNAphage	6520	3	83.300	0.000
T8_S__k141_763152||full	0.880	0.433	0.880	dsDNAphage	6520	0	81.800	0.000
T100_D__k141_269160||full	0.933	0.940	0.940	ssDNA	6519	0	100.000	0.000
T16_D__k141_1265476||full	0.967	0.733	0.967	dsDNAphage	6519	0	91.700	0.000
T24_S__k141_392029||full	1.000	0.727	1.000	dsDNAphage	6519	2	100.000	0.000
T32_S__k141_706014||full	0.740	0.940	0.940	ssDNA	6519	0	100.000	0.000
T36_S__k141_62411||full	0.967	0.300	0.967	dsDNAphage	6519	0	90.900	0.000
T40_D__k141_1169274||full	0.987	0.553	0.987	dsDNAphage	6519	1	33.300	0.000
T48_S__k141_473166||full	1.000	0.573	1.000	dsDNAphage	6519	3	100.000	0.000
T88_S_k141_536322||full	0.840	0.587	0.840	dsDNAphage	6518	0	100.000	0.000
T108_S__k141_463394||full	1.000	0.520	1.000	dsDNAphage	6518	2	75.000	0.000
T112_D__k141_64597||full	0.900	0.300	0.900	dsDNAphage	6518	0	4.300	0.000
T12_S__k141_271796||full	1.000	0.487	1.000	dsDNAphage	6518	1	100.000	0.000
T12_S__k141_1143306||full	1.000	0.927	1.000	dsDNAphage	6518	1	100.000	0.000
T16_D__k141_1248261||full	0.980	0.533	0.980	dsDNAphage	6518	1	66.700	0.000
T28_S__k141_962537||full	0.773	0.267	0.773	dsDNAphage	6518	0	83.300	5.600
T32_S__k141_704029||full	1.000	0.400	1.000	dsDNAphage	6518	1	66.700	0.000
T40_D__k141_626880||full	0.933	0.500	0.933	dsDNAphage	6518	0	100.000	0.000
T40_D__k141_401149||full	1.000	0.453	1.000	dsDNAphage	6518	1	85.700	0.000
T40_S__k141_1008363||full	0.993	0.520	0.993	dsDNAphage	6518	2	80.000	0.000
T48_S__k141_257852||full	1.000	0.867	1.000	dsDNAphage	6518	1	100.000	0.000
T52_D__k141_707850||full	0.953	0.840	0.953	dsDNAphage	6518	0	54.500	0.000
T72_S__k141_111524||full	0.993	0.700	0.993	dsDNAphage	6518	2	86.700	0.000
T72_S__k141_72114||full	1.000	0.960	1.000	dsDNAphage	6518	1	100.000	0.000
T96_S__k141_364789||full	0.973	0.720	0.973	dsDNAphage	6518	0	100.000	0.000
T4_D_k141_962184||full	0.953	0.727	0.953	dsDNAphage	6517	0	64.300	0.000
T4_D_k141_406126||full	1.000	0.787	1.000	dsDNAphage	6517	1	62.500	0.000
T4_D_k141_476675||full	1.000	0.373	1.000	dsDNAphage	6517	1	66.700	0.000
T52_S_k141_534502||full	0.673	0.127	0.673	dsDNAphage	6517	0	25.000	0.000
T84_S__k141_635601||full	0.953	0.887	0.953	dsDNAphage	6517	1	80.000	0.000
T88_D__k141_566224||full	0.993	0.327	0.993	dsDNAphage	6517	1	62.500	0.000
T16_D__k141_843595||full	1.000	0.913	1.000	dsDNAphage	6516	3	100.000	0.000
T16_S__k141_836647||full	1.000	0.573	1.000	dsDNAphage	6516	2	100.000	0.000
T20_S__k141_239924||full	0.947	0.940	0.947	dsDNAphage	6516	0	100.000	0.000
T28_S__k141_1279945||full	0.927	0.720	0.927	dsDNAphage	6516	0	100.000	0.000
T40_S__k141_141080||full	0.940	0.900	0.940	dsDNAphage	6516	0	100.000	0.000
T76_S__k141_875784||full	0.940	0.267	0.940	dsDNAphage	6516	0	27.300	0.000
T52_S_k141_237399||full	1.000	0.507	1.000	dsDNAphage	6515	1	100.000	0.000
T28_S__k141_891448||full	0.940	0.920	0.940	dsDNAphage	6515	0	100.000	0.000
T40_D__k141_451142||full	1.000	0.200	1.000	dsDNAphage	6515	2	55.600	0.000
T76_D__k141_720077||full	0.700	0.853	0.853	ssDNA	6515	0	100.000	0.000
T84_S__k141_1181754||full	0.940	0.267	0.940	dsDNAphage	6515	0	81.800	0.000
T84_S__k141_780654||full	1.000	0.607	1.000	dsDNAphage	6515	3	100.000	0.000
T8_S__k141_834498||full	0.967	0.180	0.967	dsDNAphage	6515	1	33.300	0.000
T52_S_k141_562364||full	1.000	0.927	1.000	dsDNAphage	6514	3	100.000	0.000
T88_S_k141_263448||full	1.000	0.833	1.000	dsDNAphage	6514	5	100.000	0.000
T112_D__k141_564293||full	0.820	0.453	0.820	dsDNAphage	6514	0	50.000	0.000
T112_S__k141_848077||full	0.867	0.813	0.867	dsDNAphage	6514	0	100.000	0.000
T12_S__k141_353066||full	1.000	0.707	1.000	dsDNAphage	6514	1	100.000	0.000
T16_D__k141_1399684||full	0.953	0.607	0.953	dsDNAphage	6514	1	66.700	0.000
T16_S__k141_524474||full	0.933	0.887	0.933	dsDNAphage	6514	0	100.000	0.000
T40_D__k141_1026188||full	0.847	0.687	0.847	dsDNAphage	6514	0	18.200	0.000
T44_S__k141_1028542||full	1.000	0.860	1.000	dsDNAphage	6514	1	100.000	0.000
T64_D__k141_43288||full	1.000	0.940	1.000	dsDNAphage	6514	4	100.000	0.000
T64_S__k141_296319||full	0.887	0.347	0.887	dsDNAphage	6514	0	69.200	0.000
T88_D__k141_21400||full	1.000	0.440	1.000	dsDNAphage	6514	3	100.000	0.000
T8_S__k141_549254||full	0.760	0.273	0.760	dsDNAphage	6514	0	63.600	0.000
T92_S__k141_879693||full	0.987	0.860	0.987	dsDNAphage	6514	1	100.000	0.000
T88_S_k141_804326||full	0.940	0.880	0.940	dsDNAphage	6513	0	75.000	0.000
T16_S__k141_8133||full	0.980	0.807	0.980	dsDNAphage	6513	0	70.000	0.000
T52_D__k141_640768||full	1.000	0.840	1.000	dsDNAphage	6513	1	100.000	0.000
T52_D__k141_473867||full	0.973	0.833	0.973	dsDNAphage	6513	0	86.700	0.000
T64_S__k141_234520||full	1.000	0.847	1.000	dsDNAphage	6513	5	100.000	0.000
T76_D__k141_1026512||full	0.560	0.013	0.560	dsDNAphage	6513	0	44.400	22.200
T112_D__k141_739737||full	1.000	0.613	1.000	dsDNAphage	6512	2	87.500	0.000
T16_D__k141_94108||full	1.000	0.840	1.000	dsDNAphage	6512	3	100.000	0.000
T44_S__k141_4565||full	1.000	0.787	1.000	dsDNAphage	6512	1	93.300	0.000
T4_S__k141_361180||full	1.000	0.853	1.000	dsDNAphage	6512	1	100.000	0.000
T56_S__k141_429320||full	0.873	0.247	0.873	dsDNAphage	6512	0	12.500	0.000
T60_S__k141_238049||full	0.787	0.460	0.787	dsDNAphage	6512	0	75.000	0.000
T72_S__k141_290683||full	0.973	0.807	0.973	dsDNAphage	6512	0	46.200	0.000
T76_D__k141_566838||full	0.947	0.853	0.947	dsDNAphage	6512	0	100.000	0.000
T8_S__k141_489230||full	0.973	0.640	0.973	dsDNAphage	6512	0	90.000	0.000
T32_S__k141_949065||full	0.753	0.407	0.753	dsDNAphage	6511	0	12.500	0.000
T52_D__k141_652357||full	0.840	0.873	0.873	ssDNA	6511	0	44.400	0.000
T76_D__k141_964135||full	0.647	0.287	0.647	dsDNAphage	6511	0	30.000	0.000
T80_S__k141_424900||full	0.993	0.573	0.993	dsDNAphage	6511	1	100.000	0.000
T84_S__k141_1150209||full	1.000	0.547	1.000	dsDNAphage	6511	3	100.000	0.000
T4_D_k141_1266586||full	0.567	0.333	0.567	dsDNAphage	6510	0	11.100	0.000
T4_D_k141_1363172||full	1.000	0.967	1.000	dsDNAphage	6510	4	100.000	0.000
T112_D__k141_678461||full	1.000	0.407	1.000	dsDNAphage	6510	1	100.000	0.000
T16_D__k141_388717||full	0.993	0.600	0.993	dsDNAphage	6510	1	70.000	0.000
T16_D__k141_327855||full	0.880	0.113	0.880	dsDNAphage	6510	0	38.500	0.000
T16_D__k141_1460690||full	1.000	0.793	1.000	dsDNAphage	6510	3	80.000	0.000
T44_S__k141_717306||full	0.933	0.207	0.933	dsDNAphage	6510	2	60.000	0.000
T76_D__k141_801523||full	1.000	0.853	1.000	dsDNAphage	6510	2	100.000	0.000
T76_S__k141_800119||full	1.000	0.827	1.000	dsDNAphage	6510	4	100.000	0.000
T88_D__k141_459669||full	0.953	0.073	0.953	dsDNAphage	6510	0	33.300	8.300
T4_D_k141_298515||full	0.987	0.933	0.987	dsDNAphage	6509	0	42.100	0.000
T100_D__k141_843024||full	0.987	0.613	0.987	dsDNAphage	6509	1	100.000	0.000
T12_S__k141_681383||full	1.000	0.800	1.000	dsDNAphage	6509	1	100.000	0.000
T36_S__k141_900987||full	0.867	0.867	0.867	dsDNAphage	6509	0	40.000	0.000
T36_S__k141_1354235||full	0.873	0.473	0.873	dsDNAphage	6509	0	75.000	0.000
T72_S__k141_521456||full	1.000	0.627	1.000	dsDNAphage	6509	3	87.500	0.000
T76_D__k141_850313||full	0.767	0.560	0.767	dsDNAphage	6509	0	33.300	0.000
T4_D_k141_1184||full	0.767	0.820	0.820	ssDNA	6508	0	55.600	0.000
T4_D_k141_34145||full	0.900	0.913	0.913	ssDNA	6508	0	100.000	0.000
T16_D__k141_677792||full	0.613	0.053	0.613	dsDNAphage	6508	0	25.000	0.000
T20_S__k141_1140953||full	0.980	0.327	0.980	dsDNAphage	6508	0	93.800	0.000
T28_S__k141_637217||full	1.000	0.420	1.000	dsDNAphage	6508	1	66.700	0.000
T32_S__k141_349203||full	0.887	0.800	0.887	dsDNAphage	6508	0	75.000	0.000
T4_S__k141_93411||full	0.840	0.627	0.840	dsDNAphage	6508	0	100.000	0.000
T72_S__k141_413223||full	0.893	0.027	0.893	dsDNAphage	6508	0	46.200	7.700
T4_D_k141_716566||full	0.953	0.733	0.953	dsDNAphage	6507	0	88.900	0.000
T100_D__k141_309863||full	0.960	0.827	0.960	dsDNAphage	6507	0	80.000	0.000
T32_S__k141_251579||full	0.973	0.593	0.973	dsDNAphage	6507	0	66.700	0.000
T4_S__k141_293729||full	0.980	0.847	0.980	dsDNAphage	6507	0	71.400	0.000
T72_S__k141_283923||full	0.907	0.707	0.907	dsDNAphage	6507	0	100.000	0.000
T88_D__k141_413061||full	1.000	0.553	1.000	dsDNAphage	6507	1	100.000	0.000
T4_D_k141_40716||full	0.927	0.127	0.927	dsDNAphage	6506	0	30.800	0.000
T4_D_k141_10856||full	1.000	0.447	1.000	dsDNAphage	6506	1	58.300	0.000
T0_S__k141_618417||full	1.000	0.413	1.000	dsDNAphage	6506	1	91.700	0.000
T0_S__k141_271399||full	0.893	0.740	0.893	dsDNAphage	6506	0	62.500	0.000
T100_D__k141_924490||full	1.000	0.953	1.000	dsDNAphage	6506	2	100.000	0.000
T112_D__k141_548324||full	0.853	0.493	0.853	dsDNAphage	6506	0	25.000	0.000
T16_D__k141_857863||full	0.960	0.620	0.960	dsDNAphage	6506	0	87.500	0.000
T16_S__k141_238021||full	0.893	0.380	0.893	dsDNAphage	6506	0	83.300	0.000
T60_S__k141_618127||full	1.000	0.493	1.000	dsDNAphage	6506	1	80.000	0.000
T64_S__k141_762762||full	0.987	0.853	0.987	dsDNAphage	6506	1	100.000	0.000
T92_S__k141_8271||full	0.560	0.367	0.560	dsDNAphage	6506	0	60.000	0.000
T88_D__k141_82164||full_1	1.000	0.693	1.000	dsDNAphage	6506	2	100.000	0.000
T4_D_k141_1294884||full	0.967	0.527	0.967	dsDNAphage	6505	0	100.000	0.000
T108_S__k141_397593||full	1.000	0.387	1.000	dsDNAphage	6505	2	75.000	0.000
T16_D__k141_1091633||full	0.993	0.753	0.993	dsDNAphage	6505	0	92.900	0.000
T36_S__k141_1284819||full	0.907	0.767	0.907	dsDNAphage	6505	0	66.700	0.000
T36_S__k141_15792||full	1.000	0.473	1.000	dsDNAphage	6505	5	88.900	0.000
T52_D__k141_235523||full	0.987	0.453	0.987	dsDNAphage	6505	2	100.000	0.000
T76_D__k141_620109||full	0.980	0.847	0.980	dsDNAphage	6505	0	86.700	0.000
T52_S_k141_1159539||full	1.000	0.733	1.000	dsDNAphage	6504	1	100.000	0.000
T88_S_k141_860212||full	0.993	0.473	0.993	dsDNAphage	6504	2	100.000	0.000
T0_S__k141_549040||full	0.993	0.933	0.993	dsDNAphage	6504	3	100.000	0.000
T12_S__k141_810250||full	0.967	0.947	0.967	dsDNAphage	6504	0	100.000	0.000
T12_S__k141_1345937||full	0.953	0.687	0.953	dsDNAphage	6504	0	91.700	0.000
T16_D__k141_1128503||full	0.920	0.260	0.920	dsDNAphage	6504	0	75.000	0.000
T36_S__k141_945102||full	1.000	0.593	1.000	dsDNAphage	6504	3	100.000	0.000
T56_S__k141_997888||full	1.000	0.780	1.000	dsDNAphage	6504	5	100.000	0.000
T76_D__k141_209061||full	1.000	0.987	1.000	dsDNAphage	6504	1	100.000	0.000
T88_S_k141_1146990||full	1.000	0.727	1.000	dsDNAphage	6503	2	88.900	0.000
T88_S_k141_691725||full	1.000	0.807	1.000	dsDNAphage	6503	3	100.000	0.000
T16_D__k141_1099543||full	0.987	0.913	0.987	dsDNAphage	6503	0	77.800	0.000
T16_D__k141_1464588||full	0.993	0.707	0.993	dsDNAphage	6503	2	100.000	0.000
T20_S__k141_1219135||full	1.000	0.787	1.000	dsDNAphage	6503	2	100.000	0.000
T28_S__k141_336653||full	0.847	0.120	0.847	dsDNAphage	6503	0	53.800	0.000
T28_S__k141_187785||full	1.000	0.740	1.000	dsDNAphage	6503	2	100.000	0.000
T44_S__k141_1184297||full	1.000	0.553	1.000	dsDNAphage	6503	1	100.000	0.000
T52_D__k141_528872||full	1.000	0.927	1.000	dsDNAphage	6503	2	100.000	0.000
T92_S__k141_2075||full	0.887	0.107	0.887	dsDNAphage	6503	0	66.700	0.000
T52_S_k141_605930||full	0.967	0.720	0.967	dsDNAphage	6502	0	90.000	0.000
T40_S__k141_914579||full	0.993	0.900	0.993	dsDNAphage	6502	4	100.000	0.000
T84_S__k141_527989||full	0.720	0.453	0.720	dsDNAphage	6502	0	30.800	0.000
T92_S__k141_1040363||full	1.000	0.573	1.000	dsDNAphage	6502	1	100.000	0.000
T92_S__k141_495301||full	0.807	0.173	0.807	dsDNAphage	6502	0	60.000	0.000
T92_S__k141_1026311||full	1.000	0.487	1.000	dsDNAphage	6502	1	100.000	0.000
T96_S__k141_3443||full	1.000	0.420	1.000	dsDNAphage	6502	1	60.000	0.000
T96_S__k141_413896||full	0.880	0.373	0.880	dsDNAphage	6502	0	81.800	0.000
T0_S__k141_781284||full	0.987	0.767	0.987	dsDNAphage	6501	0	76.900	0.000
T56_S__k141_304271||full	0.967	0.400	0.967	dsDNAphage	6501	0	43.800	0.000
T64_D__k141_603115||full	0.980	0.747	0.980	dsDNAphage	6501	2	83.300	0.000
T76_D__k141_155844||full	1.000	0.973	1.000	dsDNAphage	6501	2	100.000	0.000
T84_S__k141_467439||full	1.000	0.800	1.000	dsDNAphage	6501	3	100.000	0.000
T88_D__k141_492192||full	0.993	0.373	0.993	dsDNAphage	6501	2	88.900	0.000
T88_S_k141_637591||full	1.000	0.967	1.000	dsDNAphage	6500	4	100.000	0.000
T100_D__k141_205443||full	0.993	0.787	0.993	dsDNAphage	6500	0	62.500	0.000
T112_S__k141_587838||full	0.993	1.000	1.000	ssDNA	6500	0	100.000	0.000
T16_D__k141_402168||full	0.993	0.427	0.993	dsDNAphage	6500	1	100.000	0.000
T16_D__k141_215656||full	0.700	0.160	0.700	dsDNAphage	6500	0	20.000	0.000
T16_D__k141_883024||full	0.953	0.047	0.953	dsDNAphage	6500	0	43.800	6.200
T16_S__k141_462171||full	1.000	0.953	1.000	dsDNAphage	6500	1	100.000	0.000
T40_S__k141_934130||full	0.600	0.667	0.667	ssDNA	6500	0	100.000	0.000
T56_S__k141_757373||full	0.993	0.693	0.993	dsDNAphage	6500	1	100.000	0.000
T56_S__k141_377936||full	1.000	0.587	1.000	dsDNAphage	6500	4	100.000	0.000
T64_D__k141_500140||full	0.987	0.927	0.987	dsDNAphage	6500	0	76.500	0.000
T68_S__k141_854953||full	0.960	0.780	0.960	dsDNAphage	6500	0	100.000	0.000
T76_D__k141_697092||full	0.740	0.233	0.740	dsDNAphage	6500	0	90.900	9.100
T16_D__k141_754220||full	0.913	0.160	0.913	dsDNAphage	6499	0	5.600	0.000
T16_D__k141_889967||full	0.993	0.373	0.993	dsDNAphage	6499	3	87.500	0.000
T16_D__k141_626950||full	0.987	0.020	0.987	dsDNAphage	6499	1	25.000	8.300
T24_S__k141_954709||full	1.000	0.953	1.000	dsDNAphage	6499	1	100.000	0.000
T40_D__k141_191291||full	0.987	0.740	0.987	dsDNAphage	6499	2	75.000	0.000
T40_D__k141_769348||full	1.000	0.280	1.000	dsDNAphage	6498	1	95.000	0.000
T40_D__k141_978222||full	1.000	0.687	1.000	dsDNAphage	6498	3	87.500	0.000
T44_S__k141_211864||full	0.527	0.413	0.527	dsDNAphage	6498	0	25.000	0.000
T52_D__k141_210693||full	0.933	0.353	0.933	dsDNAphage	6498	0	85.700	0.000
T76_S__k141_86854||full	0.987	0.720	0.987	dsDNAphage	6498	0	78.600	0.000
T88_D__k141_379865||full	1.000	0.787	1.000	dsDNAphage	6498	1	90.000	0.000
T8_S__k141_477902||full	1.000	0.460	1.000	dsDNAphage	6498	2	100.000	0.000
T4_D_k141_1048626||full	1.000	0.900	1.000	dsDNAphage	6497	5	100.000	0.000
T112_D__k141_248905||full	1.000	0.613	1.000	dsDNAphage	6497	1	75.000	0.000
T16_D__k141_846829||full	0.840	0.513	0.840	dsDNAphage	6497	0	100.000	0.000
T16_S__k141_1063358||full	1.000	0.813	1.000	dsDNAphage	6497	1	100.000	0.000
T20_S__k141_319026||full	1.000	0.753	1.000	dsDNAphage	6497	2	80.000	0.000
T28_S__k141_27459||full	0.960	0.947	0.960	dsDNAphage	6497	1	100.000	0.000
T4_S__k141_1070042||full	1.000	0.787	1.000	dsDNAphage	6497	2	100.000	0.000
T56_S__k141_1023004||full	0.593	0.173	0.593	dsDNAphage	6497	0	25.000	12.500
T64_D__k141_651135||full	0.980	0.860	0.980	dsDNAphage	6497	1	100.000	0.000
T8_S__k141_789934||full	0.760	0.720	0.760	dsDNAphage	6497	0	57.100	0.000
T4_D_k141_51610||full	1.000	0.967	1.000	dsDNAphage	6496	1	100.000	0.000
T52_S_k141_729886||full	0.927	0.687	0.927	dsDNAphage	6496	0	100.000	0.000
T112_D__k141_426370||full	0.893	0.087	0.893	dsDNAphage	6496	0	18.200	0.000
